OCOD3,SENWT,CNTSCHID,BSMJ,ST001D01T,GCSELFEFF,PV8RTSN,PV10RCER,MASTGOAL,PV4RCER,GCAWARE,PV4RTML,PV10RTSN,PV4RCLI,PV1RCER,PV7RCUN,PV1RTML,PV3RCUN,PV5RTSN,PV6RTSN,PV8RTML,PV3RCER,PV9RCLI,PV8RCLI,PV9MATH,PV6RTML,PV9READ,PV8RCUN,PV3READ,PV3RTSN,PV2RTSN,PV1GLCM,PV7RCER,PV8RCER,PV9RTSN,PV10RTML,PV6RCER,PV5RCUN,PV10RCLI,PV7RTML,Score_pond
2342.0,0.04687,72400291.0,58.77,10.0,-0.4867,445.517,512.211,-1.4271,501.471,0.1562,496.248,492.113,547.866,465.359,485.756,482.303,464.838,459.215,440.561,460.89,516.303,493.228,538.077,498.764,480.005,461.387,506.736,450.257,459.901,421.924,470.766,410.059,497.518,479.453,455.882,413.825,466.12,500.224,466.199,1250.7669582327987
9999.0,0.01787,72400964.0,68.29148356952543,9.0,-0.009,563.897,519.74,-0.8444,579.786,0.9153,603.214,500.905,466.998,518.12,544.741,578.087,501.308,549.48,567.337,520.775,548.248,480.907,566.281,532.392,517.245,539.467,539.145,522.394,514.103,507.557,564.981,537.418,517.812,599.499,451.308,488.375,525.689,586.816,527.706,1707.6717996046457
2330.0,0.08155,72400396.0,82.41,9.0,-0.3805,454.09,508.725,-0.9441,494.174,-0.0297,431.613,427.111,414.677,494.308,472.115,445.515,484.683,489.204,459.829,454.631,478.422,497.563,519.349,378.02,501.07,490.482,479.451,467.355,454.354,500.329,529.155,482.244,497.868,467.923,462.833,497.484,454.886,496.954,431.75,1243.9000177518842
2342.0,0.0759,72400848.0,58.77,9.0,-0.648,476.751,489.67,-0.4347,480.637,-0.04,463.463,475.703,445.116,501.458,534.635,469.727,497.789,553.995,479.011,459.492,516.44,439.429,483.211,505.084,463.056,547.123,501.805,506.887,499.474,471.522,535.455,515.876,509.351,487.522,477.115,482.357,507.582,434.968,491.477,1285.3048487658416
2330.0,0.53866,72400031.0,82.41,10.0,-0.42,530.991,531.176,-0.8444,519.335,0.1562,563.764,536.867,459.344,519.734,556.902,546.348,551.921,515.036,584.183,547.279,533.184,514.205,503.105,544.526,518.908,535.243,558.822,528.405,505.519,504.147,566.686,536.199,520.306,495.752,466.183,489.836,506.91,527.274,537.38,1374.392750977306
2342.0,0.25393,72400956.0,58.77,10.0,0.5181,368.33,380.485,-0.4347,370.699,0.4543,356.838,342.324,370.411,379.501,345.305,345.308,351.382,328.832,324.537,309.533,414.401,393.769,344.578,432.95,379.489,354.11,353.232,326.867,322.786,353.225,423.457,407.987,393.432,323.783,368.049,358.33,356.494,352.413,366.498,977.9837700382564
2211.0,0.1915,72401075.0,88.7,9.0,-0.009363520078286095,358.182,360.142,-0.10330476856908791,393.312,0.04302262034147881,326.229,328.256,365.882,369.713,348.528,330.726,346.6,331.668,313.344,390.972,346.011,369.839,355.375,311.927,373.567,327.663,339.52,322.66,331.429,365.779,370.711,365.462,365.049,332.938,351.601,370.392,334.807,387.809,375.974,950.671533037367
2619.0,0.12073,72400193.0,81.05,10.0,0.1904,500.804,492.902,-0.6331,498.777,-0.622,476.161,504.64,495.671,497.148,483.856,531.257,478.195,469.372,432.186,541.36,444.948,507.218,482.738,446.865,429.435,531.424,505.969,486.734,465.375,485.162,521.936,489.577,485.189,498.228,509.693,425.723,478.646,454.798,465.167,1286.0501219343082
2262.0,0.05062,72400613.0,81.13,10.0,-0.2475,381.787,361.193,1.8524,376.445,1.2942,330.561,373.072,347.043,432.56,374.902,361.927,351.913,368.446,378.792,430.441,381.992,353.499,417.967,352.344,404.496,405.306,414.795,420.238,345.409,320.658,417.365,371.52,403.452,438.15,410.303,384.902,371.544,378.709,382.599,1025.840257054314
9999.0,0.11928,72400099.0,68.29148356952543,10.0,-0.009363520078286095,443.75,476.989,-0.10330476856908791,486.02,0.04302262034147881,485.263,451.065,443.439,516.602,460.58,492.957,459.353,448.322,479.038,473.222,471.566,433.971,469.321,502.126,505.95,474.717,473.169,493.026,483.757,498.79,507.328,529.457,503.585,422.373,549.1,529.275,446.043,482.336,454.944,1577.7507895972649
9999.0,0.60424,72400783.0,68.29148356952543,10.0,-0.009363520078286095,498.613,465.616,-0.10330476856908791,491.278,0.04302262034147881,450.247,495.56,503.301,462.781,492.883,491.683,498.641,498.142,421.341,524.883,526.637,486.996,489.142,516.265,482.111,482.684,470.911,493.951,497.235,428.1,564.17,489.586,532.146,502.421,525.898,546.875,430.7,492.955,463.368,1605.589398527788
2342.0,0.06523,72400204.0,58.77,10.0,-0.1448,499.581,492.301,0.5761,501.907,-0.1249,502.646,496.703,469.068,465.982,502.742,464.563,519.84,494.04,471.595,522.851,461.528,507.317,502.663,506.432,472.909,500.483,478.476,471.01,552.928,505.202,608.805,471.543,498.878,512.815,546.112,516.85,490.783,521.814,465.937,1307.4524180673536
5412.0,0.1368,72400701.0,51.5,9.0,0.5242,474.203,427.567,0.0006,465.4,-0.2398,442.406,423.951,450.726,387.548,427.151,428.855,436.328,418.836,430.729,491.369,427.683,425.906,399.079,434.566,472.078,439.988,451.937,447.428,471.425,468.199,516.86,397.199,396.847,462.842,437.782,475.054,505.073,419.182,449.807,1302.9050353470368
7231.0,0.22977,72400120.0,30.78,8.0,1.0155,327.932,376.744,0.0337,325.527,0.0601,410.848,336.084,342.927,413.72,360.782,347.014,375.331,397.137,339.861,374.66,387.247,372.136,299.985,404.805,399.952,370.293,357.167,396.294,332.037,357.376,409.372,359.544,353.093,409.21,367.98,335.589,363.776,387.374,374.603,1195.068815183635
2149.0,0.13348,72400703.0,78.69,10.0,-0.3641,562.007,562.943,0.3133,576.323,-1.3199,614.388,596.556,549.659,580.594,573.409,586.768,571.702,614.338,573.648,593.793,556.32,619.713,560.302,611.158,598.495,615.973,577.688,626.617,605.273,537.155,583.566,562.67,551.427,530.767,603.416,543.306,555.743,606.639,581.507,1495.524804326276
2131.0,0.06846,72400209.0,80.46,10.0,-0.7068,458.618,500.981,0.7181,552.77,-0.3413,433.848,501.82,501.316,487.478,433.783,508.479,506.826,472.39,495.69,470.79,549.779,467.688,462.783,548.852,461.084,483.574,473.217,526.663,540.415,560.34,559.599,465.667,494.438,450.176,494.156,499.683,480.967,512.398,467.256,1288.1855083789658
2264.0,0.12571,72400670.0,67.94,10.0,-0.009363520078286095,385.202,396.064,-0.10330476856908791,408.464,0.04302262034147881,433.194,441.312,366.627,395.18,429.2,411.498,399.219,403.547,454.784,457.847,425.394,338.999,407.257,416.177,433.336,404.974,405.734,432.239,385.417,421.827,442.12,446.912,397.642,441.407,464.422,361.52,401.724,423.228,457.839,1102.4625089419692
2212.0,0.1225,72400070.0,81.92,10.0,-0.7258,570.917,536.236,0.4819,635.769,1.001,574.96,561.973,572.196,506.473,555.199,589.221,580.288,617.563,571.85,565.352,512.514,616.543,550.732,489.061,552.839,518.142,553.041,557.223,588.918,549.118,620.974,564.654,501.063,562.177,554.217,578.841,595.594,591.526,522.155,1456.4295157344009
2655.0,0.35159,72400975.0,70.1,8.0,-0.2148,408.134,380.289,-2.5252,362.768,1.6476,395.703,428.309,407.335,398.676,427.736,401.931,399.838,411.829,382.848,378.37,348.511,365.134,493.261,317.869,400.767,420.044,412.536,397.025,444.717,402.538,386.754,383.13,382.955,389.137,414.586,410.42,413.175,449.076,394.932,1083.3176315087196
2212.0,0.21109,72400015.0,81.92,10.0,-0.9181,558.55,624.11,-1.1405,546.518,-1.1516,510.186,546.951,597.83,570.945,501.804,592.096,530.204,581.582,559.452,583.235,591.177,620.446,670.322,490.405,599.275,533.829,591.257,542.057,569.95,551.903,569.926,549.96,612.857,576.756,578.589,582.636,564.675,576.539,575.118,1473.6311856451116
9999.0,0.04293,72400885.0,68.29148356952543,10.0,0.4009,553.641,566.986,1.1969,472.014,0.7324,511.081,510.422,522.541,515.643,561.299,497.038,550.543,542.45,556.871,502.631,546.083,539.448,492.985,479.898,473.788,516.991,525.169,587.292,523.576,503.826,515.161,555.509,596.006,514.43,513.046,484.869,538.797,567.7,562.827,1694.3056833854616
9999.0,0.18865,72400792.0,68.29148356952543,9.0,-0.9477,435.705,436.551,-0.094,465.822,-1.0811,391.531,473.078,489.937,441.798,447.979,415.901,439.562,482.593,442.41,488.23,455.771,451.854,459.119,402.127,471.157,477.219,445.899,490.683,402.156,469.921,456.518,424.632,417.53,429.565,418.631,439.881,412.729,442.189,470.66,1498.1538796200427
2655.0,0.05876,72400822.0,70.1,10.0,-0.4512,445.496,397.11,1.1969,393.765,-0.3166,463.131,415.879,409.809,463.751,419.996,396.92,413.25,397.98,466.652,419.247,393.636,446.146,441.867,408.075,464.022,438.236,401.373,480.273,398.329,441.243,546.343,424.568,414.434,480.605,436.434,454.928,388.817,481.442,400.332,1160.8785532317818
2330.0,0.16923,72400642.0,82.41,9.0,-0.1856,460.607,435.078,-0.2151,468.358,1.1651,440.978,449.647,433.945,461.586,440.371,489.478,438.966,378.212,421.54,455.847,423.082,481.437,453.266,413.062,490.576,477.955,438.344,419.468,455.416,413.785,528.156,487.601,494.256,427.162,439.804,451.406,414.544,462.852,449.682,1190.0171522837347
9999.0,0.115,72400174.0,68.29148356952543,8.0,-0.4742,533.691,555.37,-2.5252,585.078,0.04302262034147881,517.854,538.176,579.812,571.674,534.6,511.124,586.651,593.38,539.377,528.237,595.379,542.794,520.285,479.353,497.746,511.288,527.582,524.365,546.511,494.426,524.565,555.664,553.642,539.53,516.008,549.839,524.027,522.203,583.375,1722.4975948562487
2130.0,0.06331,72400164.0,80.46,10.0,0.7774,560.018,564.801,0.3468,565.209,1.6246,580.509,519.885,575.1,543.996,501.733,574.08,523.584,502.16,537.345,575.319,526.243,536.472,622.496,532.18,588.891,508.652,571.102,539.975,584.875,608.038,596.674,539.963,602.466,519.57,496.807,556.941,563.366,519.93,594.47,1431.5497037233677
9999.0,0.09213,72400756.0,68.29148356952543,9.0,-2.7142,484.04,467.011,-1.7101,441.065,-1.2902,418.383,491.633,503.702,457.849,474.589,447.054,435.894,411.227,474.347,464.636,411.011,452.318,507.438,468.65,468.002,480.309,489.072,464.432,470.297,475.181,439.187,436.511,445.798,438.05,467.536,440.367,493.583,529.877,462.715,1537.1165545112058
2353.0,0.01267,72400176.0,68.88,10.0,-1.4014,483.652,453.816,-1.4972,488.073,-0.0268,467.103,432.761,398.381,441.689,418.847,458.193,455.001,410.994,424.919,478.693,511.291,392.64,449.778,486.57,397.001,460.12,406.113,451.887,438.188,407.57,490.526,371.97,431.263,453.211,445.795,446.633,484.646,492.09,467.051,1181.6331367323935
2221.0,0.09019,72400071.0,68.7,10.0,0.2333,394.246,392.046,0.9703,419.577,0.7324,415.474,434.017,453.222,429.4,438.03,457.384,433.46,368.076,403.667,428.605,412.168,475.063,423.304,390.955,383.985,407.061,449.722,420.236,450.736,406.218,424.719,390.501,477.753,388.941,435.332,449.899,427.647,510.402,440.558,1126.5011998035457
9999.0,0.14546,72401036.0,68.29148356952543,10.0,-0.0625,514.191,508.676,0.7181,498.257,-0.7205,531.665,539.245,510.985,606.797,488.321,504.949,516.769,533.501,484.123,542.414,540.19,547.795,513.391,520.52,517.559,563.662,542.098,539.687,548.158,518.793,553.41,498.008,557.413,502.963,609.622,555.085,494.513,509.09,547.487,1698.516144750878
2632.0,0.04839,72400117.0,83.09,8.0,-0.2032,413.334,414.223,0.4317,405.396,-1.1516,418.487,394.915,518.662,416.469,453.67,430.309,443.544,432.375,414.989,446.961,499.998,444.629,418.501,362.239,460.396,469.793,426.956,435.872,374.907,389.604,441.351,444.362,425.095,386.617,415.112,446.898,403.346,407.46,481.824,1153.2169872425602
2655.0,0.05752,72401025.0,70.1,9.0,0.1904,383.504,480.341,-1.1295,419.704,-0.0549,474.798,417.29,501.179,370.678,451.262,442.413,413.169,395.304,394.29,460.295,426.966,427.476,431.397,486.314,479.226,452.025,425.839,421.839,415.52,405.817,511.979,461.382,444.939,444.944,418.734,425.934,448.061,469.376,433.59,1175.0675168327998
2652.0,0.02229,72400738.0,64.44,10.0,-0.4609,449.043,374.316,-1.9222,447.434,-0.943,498.621,434.107,472.329,438.929,416.231,490.289,438.861,481.14,450.043,455.272,431.517,436.085,448.762,441.214,458.231,469.581,444.691,467.959,432.781,404.081,405.841,483.531,445.126,458.067,431.005,417.457,463.577,409.601,485.84,1192.6104726723145
2250.0,0.02586,72400856.0,84.14,10.0,0.2191,460.923,437.803,-0.2151,536.174,0.7324,487.151,524.982,564.926,467.058,470.024,451.865,481.439,492.351,499.937,507.363,474.1,485.854,500.744,561.786,458.586,479.476,492.364,472.148,464.549,484.441,520.537,417.82,484.338,491.521,530.766,517.487,534.501,509.613,484.117,1288.0858518095592
2635.0,0.15227,72400436.0,70.5,10.0,-0.009363520078286095,481.321,491.422,-1.3162,465.485,-0.4312,501.87,458.31,503.866,512.936,498.267,502.514,493.131,462.556,472.758,486.396,454.361,547.589,497.824,454.239,464.081,529.065,479.204,494.399,456.708,428.864,432.763,447.862,494.075,474.461,543.58,515.359,469.009,461.051,451.497,1278.6334443083233
2330.0,0.12477,72400118.0,82.41,10.0,0.0533,501.376,474.768,-1.7101,423.511,0.4251,537.575,446.969,431.163,450.433,495.427,472.854,456.055,480.19,447.953,486.953,432.837,454.996,497.289,434.394,496.547,516.217,460.888,468.988,423.438,447.987,467.461,440.949,500.325,449.987,459.556,479.305,485.328,455.804,467.021,1231.0657521798985
2341.0,0.09142,72400287.0,76.49,10.0,0.1904,464.959,566.82,0.0006,469.533,0.1562,530.362,480.287,528.867,467.344,552.521,472.028,546.157,468.511,507.201,520.601,553.308,517.653,529.821,495.489,537.053,566.86,514.473,481.124,542.672,482.662,547.438,545.062,558.195,520.0,553.886,516.806,529.038,484.469,574.106,1356.8105887061515
2141.0,0.2561,72400111.0,79.05,10.0,0.787,572.392,590.972,-1.0565,556.616,1.049,580.077,573.958,516.804,624.621,593.473,537.893,585.379,567.694,643.215,550.26,603.685,502.385,576.228,556.129,601.27,544.404,535.411,531.379,544.492,522.291,668.871,537.339,555.406,576.08,584.717,561.816,594.875,585.945,558.012,1469.3318124335808
5120.0,0.13426,72400190.0,24.53,10.0,-0.858,450.102,472.09,-0.8444,510.931,-0.4951,533.543,551.302,476.701,489.891,527.63,540.987,533.202,452.521,511.081,446.448,450.991,469.401,458.093,428.611,485.857,446.811,481.09,500.958,508.91,506.079,501.367,449.224,454.866,442.33,524.927,482.537,513.814,418.144,546.788,1389.2590660078836
2342.0,0.12321,72400328.0,58.77,10.0,-0.3455,479.973,441.485,-0.2282,425.532,0.9073,486.52,490.501,427.348,461.821,482.632,480.914,478.183,505.254,475.483,511.131,470.166,451.582,449.954,447.719,443.92,454.275,443.864,455.362,440.898,479.525,517.829,443.438,424.775,442.962,475.325,535.081,424.208,508.685,467.612,1227.1762087863542
2131.0,0.54542,72400949.0,80.46,10.0,-0.0116,480.743,527.839,0.1123,463.607,-0.2497,504.149,482.928,458.924,568.78,505.114,489.751,462.546,471.256,483.632,512.432,533.017,436.564,558.19,534.494,519.281,554.163,516.715,480.277,497.079,563.794,575.337,510.119,594.717,479.323,531.038,532.699,559.916,565.66,494.848,1335.2050304093093
2651.0,0.09601,72400395.0,61.82,10.0,0.4009,567.462,541.303,0.9703,524.212,0.25,514.597,544.209,508.64,536.778,488.869,509.133,498.822,504.382,538.368,533.567,535.522,549.945,450.235,552.917,507.123,522.143,510.077,542.916,520.181,525.676,439.0,548.156,554.686,560.488,517.258,486.564,553.524,514.723,497.442,1373.762330434447
9999.0,0.08032,72400256.0,68.29148356952543,10.0,-0.4536,425.073,417.533,-1.1295,470.519,-0.5142,464.33,439.848,468.534,426.743,401.92,493.215,479.735,410.059,410.839,447.802,500.812,464.63,489.686,549.538,458.475,513.561,471.844,500.703,432.34,424.333,508.342,468.451,444.354,443.48,468.262,548.551,469.165,379.388,439.444,1531.4416266434491
2221.0,0.04588,72400384.0,68.7,10.0,0.2588,475.633,506.82,-0.3152,463.062,0.2386,436.061,460.81,440.919,432.706,456.703,435.365,458.579,457.838,423.473,476.694,428.996,425.234,458.22,543.95,447.582,467.533,478.261,492.595,477.384,458.972,495.986,507.085,476.593,487.714,472.377,433.004,475.401,561.624,457.993,1226.7213346094338
9704.0,0.1136,72400933.0,68.29148356952543,10.0,-0.4609,526.251,503.294,-1.3162,564.328,0.633,514.688,570.296,545.599,486.323,511.346,535.231,529.69,533.464,538.105,524.798,480.985,474.278,517.927,557.359,544.306,542.12,522.608,519.067,508.071,552.087,600.785,489.916,546.651,523.874,568.72,509.225,546.39,560.157,506.566,1685.6405586747314
2264.0,0.10616,72400023.0,67.94,10.0,-1.9893,398.746,401.298,1.2329,419.858,-0.04,418.671,381.243,393.176,418.171,444.405,432.022,418.202,410.833,424.431,408.76,383.169,410.633,392.398,438.895,390.222,406.141,446.948,430.281,376.098,379.391,460.737,436.455,442.296,378.482,416.124,441.654,417.675,385.997,399.376,1095.860129182022
3421.0,0.0653,72401021.0,50.9,10.0,-0.9477,412.461,490.321,-0.10330476856908791,470.849,-0.9043,536.236,473.646,483.321,455.509,479.205,534.774,469.968,463.089,445.405,495.91,492.946,508.065,538.262,487.077,458.265,509.827,511.778,507.442,530.525,480.446,552.734,512.539,538.99,514.636,519.526,511.4,481.991,430.147,515.555,1338.5379464248374
2250.0,0.12897,72401044.0,84.14,8.0,0.1904,418.811,362.914,-0.10330476856908791,385.74,0.1562,442.677,402.643,402.244,343.258,377.0,421.533,420.589,394.962,394.535,413.004,367.12,401.25,330.672,457.238,355.435,390.665,399.948,395.572,402.18,365.079,435.276,387.85,401.602,424.235,396.298,439.695,455.772,398.918,440.56,1068.8183103498409
2643.0,0.02804,72400449.0,80.92,10.0,-1.0992,507.193,473.518,-0.8444,470.234,-0.2596,479.037,455.351,468.549,541.124,431.16,517.875,514.412,484.946,481.537,492.161,508.078,417.856,527.06,471.697,483.124,466.413,540.764,509.031,500.378,480.233,546.175,456.695,511.328,501.03,489.688,436.866,513.512,465.518,465.007,1293.789103779178
2652.0,0.54202,72400838.0,64.44,9.0,-0.2978,408.49,473.504,-2.0701,407.572,-0.1895,446.317,482.024,423.352,467.902,447.257,424.002,427.562,443.923,459.89,447.956,424.741,470.377,467.504,472.63,474.525,431.204,422.995,471.717,448.913,447.166,562.344,459.16,472.859,454.103,493.318,499.057,432.62,437.459,446.279,1212.7431711955835
2634.0,0.15309,72400050.0,85.85,9.0,-0.4621,510.143,463.646,1.8524,548.011,-0.7783,520.215,477.205,492.1,515.967,515.174,497.636,537.816,520.518,486.178,536.747,488.645,486.361,484.489,456.615,516.184,509.783,502.605,500.377,472.134,472.052,573.464,514.206,430.455,464.344,460.439,521.964,455.017,447.772,502.483,1314.4859725343476
2330.0,0.06565,72400852.0,82.41,10.0,-0.6855,522.699,604.413,0.2224,589.159,-0.4415,569.109,555.094,494.905,552.038,530.062,605.217,554.335,531.656,551.072,619.162,536.583,521.181,502.72,490.947,574.545,578.512,558.86,575.89,513.458,550.595,491.051,478.305,603.944,519.887,555.723,599.659,555.021,548.642,551.625,1428.9888037608368
2342.0,0.20933,72400655.0,58.77,10.0,-0.792,388.518,401.382,-0.4347,439.125,-0.6606,437.563,408.742,382.881,442.155,422.894,399.343,438.756,392.04,418.408,416.837,455.679,330.147,460.981,473.46,393.968,410.994,437.349,394.33,410.104,460.917,490.662,364.627,410.332,421.024,415.484,438.664,441.089,431.602,437.524,1117.811420968066
9999.0,0.48169,72400401.0,68.29148356952543,10.0,-0.009363520078286095,435.666,469.749,-0.10330476856908791,538.145,0.04302262034147881,457.421,478.212,485.125,562.627,494.252,507.714,475.034,503.27,503.507,485.796,495.356,485.008,476.073,560.479,500.046,509.791,485.18,498.184,405.549,502.428,532.185,517.664,472.826,494.6,486.871,536.673,510.04,452.139,528.655,1615.2370009971917
9999.0,0.51005,72400065.0,68.29148356952543,9.0,-0.009363520078286095,423.072,528.286,-0.10330476856908791,507.428,0.04302262034147881,478.188,492.954,417.939,464.802,494.731,480.583,466.34,440.411,479.041,464.477,489.046,456.158,477.801,473.464,485.823,475.731,525.299,478.18,452.965,492.571,591.106,458.303,528.839,472.573,508.358,609.532,565.182,454.719,506.928,1599.7206843961692
2634.0,0.04687,72400291.0,85.85,10.0,-0.1582,451.327,482.697,-0.7453,533.592,-0.04,511.28,497.907,473.435,477.195,494.654,539.825,456.582,448.385,528.167,519.859,484.522,513.397,478.087,509.283,544.279,484.85,470.63,490.093,492.878,479.888,630.232,523.407,462.444,451.138,522.932,517.379,526.561,476.478,513.293,1322.5180951075267
9999.0,0.73568,72400153.0,68.29148356952543,9.0,-0.009363520078286095,307.14,357.348,-0.10330476856908791,318.602,0.04302262034147881,335.921,353.043,371.611,330.955,334.03,381.012,376.499,329.34,323.809,388.663,340.01,363.746,376.19,415.725,325.093,369.548,332.436,365.671,344.895,324.097,415.243,359.108,370.181,334.618,370.374,325.355,390.535,410.917,385.723,1283.9641227553343
9999.0,0.12904,72400920.0,68.29148356952543,10.0,0.8364,546.167,557.597,0.1447,558.005,0.5169,542.702,494.506,517.68,489.07,525.06,512.944,522.53,496.663,460.218,577.776,510.997,509.446,507.918,554.546,510.065,532.566,536.1,491.749,479.392,496.714,671.666,545.332,543.035,553.904,497.769,544.186,506.93,574.621,567.056,1696.8498703001492
9999.0,0.54029,72400157.0,68.29148356952543,10.0,-0.009363520078286095,435.67,459.96,-1.3162,472.007,0.04302262034147881,516.312,492.609,472.875,471.974,483.275,464.982,497.635,474.094,480.23,495.216,458.19,456.082,479.079,525.835,513.121,501.838,498.749,433.445,500.849,438.377,462.214,470.964,499.119,471.853,485.055,535.528,551.856,429.359,466.014,1581.3241954393975
5412.0,0.52593,72400712.0,51.5,9.0,0.0346,437.975,500.177,-0.2151,458.321,-0.6099,437.869,485.669,497.138,519.384,473.781,441.045,439.804,489.547,412.018,421.055,491.558,375.344,509.08,453.387,438.181,478.872,444.642,423.238,479.564,432.96,521.046,417.823,455.669,505.074,438.026,469.624,493.611,503.96,437.903,1346.356534489693
2212.0,0.20017,72400138.0,81.92,10.0,-0.9111,450.181,409.794,-0.10330476856908791,440.734,-0.6113,417.17,428.65,414.968,466.143,369.75,364.433,421.34,384.816,395.353,411.196,427.183,364.718,420.072,381.367,415.453,385.714,420.447,424.875,449.915,366.73,533.888,407.139,419.808,445.905,473.029,431.639,409.259,377.973,394.477,1104.4381768391722
2140.0,0.05181,72400849.0,79.05,10.0,1.0548,337.67,396.031,-1.3162,371.448,-0.7125,354.635,379.134,370.481,410.853,372.566,320.91,391.327,346.393,322.599,373.398,369.317,344.05,365.349,399.826,374.716,362.587,403.275,380.147,348.339,388.802,512.764,390.879,460.967,352.142,364.671,423.418,382.783,347.048,349.102,1006.804960084272
2163.0,0.1043,72400218.0,79.74,9.0,-0.009363520078286095,398.864,385.286,-1.3874,444.022,0.2897,451.272,489.524,442.07,477.942,418.283,443.794,353.243,373.881,421.947,401.114,409.846,453.297,397.459,457.176,434.041,466.508,419.176,430.315,428.759,429.163,503.458,445.259,463.601,366.469,426.512,433.027,454.652,358.032,390.112,1127.802170474174
2163.0,0.11289,72400681.0,79.74,10.0,0.7623,603.515,388.283,0.9703,491.196,1.0437,517.728,509.86,500.982,528.441,497.096,516.203,504.332,507.28,521.777,540.016,504.756,494.353,499.667,453.923,438.933,497.962,484.236,513.819,515.647,459.896,498.089,503.638,479.763,524.456,512.038,481.526,506.755,504.964,512.157,1303.9414148445603
2611.0,0.02383,72400790.0,86.72,10.0,-0.3893,453.816,471.88,-1.3162,520.025,-0.0639,499.868,512.607,538.451,433.315,497.841,501.525,454.66,467.637,449.376,460.322,530.652,479.002,466.107,491.46,511.542,537.465,492.565,492.726,456.802,457.144,568.045,549.914,457.816,507.19,525.204,452.227,502.263,488.044,494.277,1301.747499628657
5412.0,0.04234,72400984.0,51.5,10.0,-0.2526,420.034,331.636,1.8524,381.016,-0.1401,353.749,379.358,438.368,384.005,372.388,432.434,368.012,391.525,380.202,416.27,371.101,409.873,416.934,399.83,358.18,342.842,410.02,420.053,386.67,382.472,438.897,398.825,413.035,397.208,384.598,421.518,382.123,352.455,414.468,1179.09458175614
2351.0,0.10497,72400991.0,77.88,10.0,0.407,458.422,497.005,0.3468,483.105,1.0172,526.597,468.415,411.753,510.496,488.161,497.153,464.506,493.274,516.138,527.819,509.456,429.031,447.852,531.488,460.392,475.536,476.778,517.169,489.846,509.539,594.1,523.644,478.974,461.654,494.579,571.273,527.785,441.312,516.752,1295.685704336854
2655.0,0.10998,72401004.0,70.1,9.0,-0.5607,410.777,434.767,0.5761,481.842,-0.0549,444.039,429.559,460.018,448.801,415.211,488.757,427.538,472.74,465.024,442.331,426.168,409.462,380.63,432.177,441.877,468.536,410.494,378.5,434.514,382.134,523.395,431.166,440.986,422.878,445.141,449.72,464.97,420.633,455.994,1175.511426550241
2330.0,0.27711,72400237.0,82.41,9.0,-2.7142,532.774,507.982,-0.4347,504.399,-1.2902,513.92,548.748,519.397,510.764,514.152,514.205,518.754,538.481,520.897,557.833,502.605,453.889,513.963,446.319,514.677,456.629,502.651,479.669,572.021,523.157,529.984,493.052,527.788,530.089,514.635,549.736,544.289,521.98,477.072,1344.0322040182475
2163.0,0.07855,72400012.0,79.74,10.0,-0.009363520078286095,462.614,474.849,-1.4972,480.546,0.04302262034147881,489.703,444.594,442.172,441.966,463.661,458.213,461.175,454.67,424.699,492.192,428.302,478.468,484.934,533.747,449.583,430.823,496.812,453.161,426.319,421.507,462.1,420.71,450.993,477.529,396.127,433.974,476.232,473.895,444.632,1200.0466126908211
9998.0,0.0295,72400056.0,68.29148356952543,9.0,-0.648,450.851,479.819,-0.8147,515.48,-0.3387,493.48,482.051,506.892,467.773,477.294,495.385,470.084,448.054,449.224,435.923,434.229,485.989,491.994,540.614,468.804,405.905,464.302,459.596,444.369,452.2,490.523,461.635,511.943,448.236,514.631,461.616,463.777,454.023,443.957,1556.707954631327
9999.0,0.06387,72400087.0,68.29148356952543,10.0,-0.503,472.938,496.259,-0.6331,479.477,-0.5166,504.11,490.441,494.636,563.85,496.619,559.779,524.977,515.581,520.889,494.33,550.156,475.019,461.188,471.586,577.455,482.554,478.024,478.143,524.303,528.757,601.073,513.836,505.86,476.211,533.051,524.349,514.25,489.575,478.314,1647.3431060337298
5411.0,0.09345,72400848.0,46.38,9.0,-0.009363520078286095,505.759,399.701,0.7181,468.267,0.04302262034147881,504.855,430.021,446.95,427.772,435.328,437.972,478.723,439.549,480.751,462.463,427.483,421.826,447.982,495.125,475.197,427.962,463.296,461.339,420.794,481.591,487.413,443.415,465.438,484.413,457.145,459.802,486.158,436.172,466.692,1333.9796383733424
9704.0,0.06272,72400824.0,68.29148356952543,10.0,0.4147,501.74,523.337,-0.7743,529.44,-0.697,450.343,525.887,549.896,497.163,521.016,527.917,516.755,532.458,501.932,574.901,474.879,516.465,560.446,582.179,518.299,475.127,594.043,520.82,515.43,538.162,540.276,575.339,556.536,472.238,513.464,486.993,557.271,514.172,505.851,1671.749156555888
3400.0,0.09658,72400760.0,52.57,9.0,1.0612,402.687,384.835,1.8524,430.202,0.5503,415.621,403.329,429.673,457.191,449.213,455.287,418.103,423.095,428.678,454.23,425.281,405.604,393.125,479.63,432.986,396.087,411.728,443.599,463.524,379.612,444.661,532.388,387.893,442.006,417.133,427.843,419.341,429.568,414.971,1179.6475175096775
2659.0,0.10314,72400028.0,37.59,10.0,0.4009,411.482,450.264,-1.6259,404.228,-0.9119,423.487,443.61,422.636,432.594,463.666,408.192,427.772,458.749,372.732,438.85,403.063,454.514,478.865,413.079,387.171,436.709,416.082,420.518,475.086,407.58,478.463,415.333,440.941,478.748,401.225,369.316,387.464,419.134,441.411,1144.7488519646429
